flash_point_c,boiling_point_c,ph,vapor_pressure_kpa,toxicity_score,oxidizer_content_pct,flammable_content_pct,corrosive_content_pct,packaging_group,dangerous_good
69.93428306022466,116.0752634756389,0.7793294992605959,0.3032694336391708,60.02717800691784,25.848128930779296,38.83275275402585,1.5598213432221577,III,1
57.23471397657631,134.72502684731737,13.800746481547387,15.19276759172746,62.245354755867,5.842113825095612,28.443824422015545,4.737098647470631,II,1
72.95377076201385,120.13094694774286,11.200258740277842,2.160102316133407,38.80715358768683,12.131285600776314,25.717800816503928,32.298468186261836,I,1
90.4605971281605,155.520902347306,12.163327002840292,2.335779832361181,33.466539055024946,10.439708533619104,39.38218924322872,5.1584683385940675,II,1
55.31693250553328,209.85892657309563,9.720119894001245,2.5908525950549057,41.194220523162,14.588970268180262,28.723768695566047,13.220945048605657,III,1
55.317260861016386,111.44789214293976,2.6047004593217924,3.6993767010073904,67.86306544939178,8.285501493909212,31.598227596256507,4.999345510379737,II,1
91.58425631014782,200.0410248884207,0.4343981938524517,2.717709524536897,24.356665320140547,43.83989104460887,74.57955153503882,43.26714020846306,II,1
75.34869458305818,110.91639638265562,12.10519250830419,2.4431393933837664,31.760495074222842,37.23256671954804,21.212225964277508,6.406050978046853,III,1
50.610512281300956,107.6186393751558,5.548629152305724,7.745675189085732,43.11845773211327,7.347055623163544,18.799865209674294,5.028728080515768,III,1
70.8512008717193,190.92973091716067,3.6941082645588788,4.2736867567859385,35.36493173131795,34.01054178386318,32.579359370450724,6.677226451651659,III,1
50.73164614375075,196.09681890038084,7.863421423745222,1.262327092690669,49.37490896878943,32.14030127345121,50.176426665109254,9.747156660589468,III,1
50.68540492859486,192.57049683813273,5.892579314660071,4.916216012629452,71.21788909143132,7.906098340662604,40.73965313739441,8.176063765736433,I,1
64.83924543132068,84.21012958909294,9.123323939625799,4.134165947411499,31.942723297876345,23.22020086077434,37.19421703033851,10.58169204679676,II,1
21.73439510684404,126.70245109639747,6.77310526276319,1.757304356908043,47.8045073525335,23.844969185487518,36.64079140583031,19.786175989989317,II,1
25.501643349739346,191.14942960016606,9.761263966163789,5.122849058831303,49.87623545899285,15.95044105538287,6.3528248475187965,14.451588614924937,III,1
48.754249415180546,152.07709202819473,11.947925773128,2.396338431988299,44.98120627148059,5.370540177776663,5.736896204934672,18.748010288798127,II,1
39.74337759331152,96.31535769012679,2.7377981533810463,2.2765501894269344,26.32362535878168,19.838221280202923,29.801382604927145,12.914506276863106,II,1
66.28494665190547,172.9158969562721,4.612060327916815,2.2274768913461815,40.43261716734665,15.531500701592446,14.065545438119509,13.725882665527244,II,0
41.83951848957578,114.25963705042649,6.115418211988945,0.38965464977209996,40.477454726753066,23.043432386772214,26.912992835755478,9.433153549466622,III,1
31.753925973294166,239.7262424196106,13.468818272386935,1.7836120212925022,59.50255933456367,33.633227877461465,5.340465105628158,20.532482962358316,I,1
89.31297537843108,227.24207312091295,5.114670589664794,4.809237721501836,56.29368946547757,3.927199775424792,45.23163256284688,17.49796186761771,III,1
55.48447399026929,180.20487131777838,5.335397894296814,2.6699800638915288,26.721563757038034,46.95610794029906,28.28651399522854,5.3092961944666905,I,1
61.35056409375848,218.05033523848869,9.148615321433857,0.9722433518371989,44.192954629748314,26.252658584928113,30.14515212598759,27.995990891935207,III,1
31.505036275730866,153.23956750616907,5.868795938459289,5.88087172900133,42.49617187724366,12.495210499527516,31.193164644151334,0.9820186138428204,III,1
49.11234550949635,188.27187471875078,13.317132438954474,2.1406721582673467,79.3204292557587,10.939590938290769,19.072297865580364,6.600179348940206,III,1
62.21845179419732,223.88601476510374,12.522562646656214,1.0230001232728292,54.384697704524335,19.879929566169086,32.80066286771053,23.29531168479139,II,1
36.980128451553945,162.27493408971563,7.187722888859422,15.876022772804642,33.838423714541975,40.952495253749056,34.90268490871786,39.721999852242654,II,1
67.51396036691344,137.24064142428583,9.026853275269898,1.1705361882769658,38.34803116097524,8.74919513995261,11.883919788667548,12.620486112726482,II,0
47.9872262016239,64.76890209114421,0.8124278663706876,5.4936518087611015,44.321819012069156,10.703491448407195,8.082151362265968,3.867857932229672,I,1
54.166125004134464,145.8433237139253,9.740227392453573,1.46895126250951,55.43551363087313,13.205871883900041,42.120581209842015,22.75083414091191,III,1
47.96586775541206,191.17115922811556,9.90081222128645,3.030299524660956,57.27381419243357,36.24215646381742,24.343859271533493,7.732413342413948,II,1
97.04556369017875,197.28167137838147,5.028790139004913,1.320823266997292,53.00723964037168,7.055972789069999,39.943914702378166,14.703466408166982,II,0
59.730055505241324,175.2182532859205,3.0755603707538173,1.0085933677915477,46.853521315456035,4.5942251773376785,2.9519121526175747,42.32611656924312,III,1
38.845781420882005,122.93504525188801,12.811097625438235,4.1278720651813865,47.959995137144865,47.33072463651817,26.348453084720454,8.199972911798575,II,1
76.45089824206379,51.15892155262047,5.973868611271787,3.759298745334994,48.06546160378822,49.44786396302644,26.073035956231923,20.09266023139579,II,1
35.58312700057955,125.23924509976324,9.151885467223948,6.791824132716198,23.256351540711716,26.354709156171307,24.53946181253735,16.964913168509565,III,1
64.1772719000951,134.78275644730243,0.46660312966758344,2.6445329089958887,49.0806256753448,40.214933996061774,19.15365521598577,12.346134957977679,II,1
20.806597522404488,134.3535516404993,5.7969403320757085,16.05919263242285,41.341189163084415,23.301558600689212,19.180269107700727,10.854126561036146,III,1
33.43627902203139,180.9278178488962,11.44162335419432,3.369206760274767,25.207546688229037,24.919284332859903,18.072114940207538,8.230476591654192,II,1
63.93722471738247,249.28382055074198,5.4260640056100105,4.277718235941232,86.26823867054726,23.616699657321405,30.990648444284012,26.817594364321685,III,1
74.76933159990821,156.17646009205464,8.444256241916275,0.9169123487461089,54.66955408980679,24.222294446643826,32.010965404920455,12.064978967416415,III,1
63.42736562379941,139.1634105421769,2.9379812067835522,1.6631818551529796,50.196548874174454,44.850409763628576,19.988859086611015,4.945946985127147,III,1
57.68703435223519,137.03890934979535,5.831359083753834,4.1195492845068005,44.43308014106316,29.109101527265835,2.8249082933129133,6.748355331071257,II,1
53.977926088214225,156.21923834538572,12.986928052744613,2.5411526824297135,60.953336879730294,30.807433706881284,28.885214188663355,1.5357958734662203,III,1
